"","Gene","variant.counts","pos.variant.counts","neg.variant.counts"
"9449","Q99466",11,0,11
"9450","Q99467",8,0,8
"9451","Q99469",3,0,3
"9452","Q99470",1,0,1
"9453","Q99487",4,0,4
"9454","Q99496",2,0,2
"9455","Q99497",15,10,5
"9456","Q99500",2,0,2
"9457","Q99502",34,30,4
"9458","Q99504",2,0,2
"9459","Q99519",35,33,2
"9460","Q99523",2,0,2
"9461","Q99538",4,0,4
"9462","Q99541",3,0,3
"9463","Q99542",2,0,2
"9464","Q99543",3,0,3
"9465","Q99547",1,0,1
"9466","Q99549",4,0,4
"9467","Q99550",6,0,6
"9468","Q99551",3,0,3
"9469","Q99567",5,1,4
"9470","Q99569",5,0,5
"9471","Q99570",5,0,5
"9472","Q99572",10,0,10
"9473","Q99574",10,6,4
"9474","Q99575",12,3,9
"9475","Q99583",4,0,4
"9476","Q99590",9,0,9
"9477","Q99593",29,26,3
"9478","Q99594",1,0,1
"9479","Q99607",3,0,3
"9480","Q99608",2,0,2
"9481","Q99614",1,1,0
"9482","Q99616",2,0,2
"9483","Q99618",2,0,2
"9484","Q99619",4,0,4
"9485","Q99622",1,1,0
"9486","Q99633",1,0,1
"9487","Q99638",1,0,1
"9488","Q99640",1,0,1
"9489","Q99643",21,17,4
"9490","Q99645",1,0,1
"9491","Q99650",21,10,11
"9492","Q99661",1,0,1
"9493","Q99665",11,1,10
"9494","Q99676",1,0,1
"9495","Q99677",1,0,1
"9496","Q99679",2,0,2
"9497","Q99683",3,0,3
"9498","Q99684",3,1,2
"9499","Q99685",1,0,1
"9500","Q99697",1,0,1
"9501","Q99698",33,8,25
"9502","Q99700",4,0,4
"9503","Q99704",1,0,1
"9504","Q99705",3,1,2
"9505","Q99707",10,7,3
"9506","Q99708",7,1,6
"9507","Q99714",17,14,3
"9508","Q99715",15,3,12
"9509","Q99720",4,4,0
"9510","Q99726",1,0,1
"9511","Q99727",4,0,4
"9512","Q99728",19,7,12
"9513","Q99732",10,9,1
"9514","Q99735",2,1,1
"9515","Q99741",1,1,0
"9516","Q99742",3,0,3
"9517","Q99743",2,1,1
"9518","Q99747",2,0,2
"9519","Q99748",2,1,1
"9520","Q99750",1,0,1
"9521","Q99755",2,0,2
"9522","Q99758",65,50,15
"9523","Q99766",2,0,2
"9524","Q99767",12,0,12
"9525","Q99788",3,0,3
"9526","Q99795",2,0,2
"9527","Q99797",4,4,0
"9528","Q99798",15,10,5
"9529","Q99801",3,0,3
"9530","Q99805",1,0,1
"9531","Q99807",5,1,4
"9532","Q99811",1,0,1
"9533","Q99814",12,7,5
"9534","Q99816",1,0,1
"9535","Q99819",1,0,1
"9536","Q99829",5,0,5
"9537","Q99835",5,0,5
"9538","Q99856",2,0,2
"9539","Q99880",1,0,1
"9540","Q99884",1,0,1
"9541","Q99895",13,6,7
"9542","Q99909",3,0,3
"9543","Q99928",2,0,2
"9544","Q99933",7,0,7
"9545","Q99935",3,0,3
"9546","Q99941",1,0,1
"9547","Q99944",1,0,1
"9548","Q99946",1,0,1
"9549","Q99956",3,0,3
"9550","Q99958",13,13,0
"9551","Q99959",41,30,11
"9552","Q99961",1,0,1
"9553","Q99962",1,0,1
"9554","Q99965",10,0,10
"9555","Q99972",91,84,7
"9556","Q99973",44,0,44
"9557","Q99983",5,0,5
"9558","Q99985",6,0,6
"9559","Q99986",6,4,2
"9560","Q99988",2,0,2
"9561","Q99996",1,1,0
"9562","Q99999",2,0,2
"9563","Q9BPU9",6,5,1
"9564","Q9BPV8",4,0,4
"9565","Q9BPW5",1,0,1
"9566","Q9BPW8",1,1,0
"9567","Q9BPX1",2,0,2
"9568","Q9BPX3",7,0,7
"9569","Q9BPY3",1,0,1
"9570","Q9BPZ7",1,0,1
"9571","Q9BQ04",1,0,1
"9572","Q9BQ08",3,0,3
"9573","Q9BQ13",1,0,1
"9574","Q9BQ16",2,0,2
"9575","Q9BQ39",1,0,1
"9576","Q9BQ49",1,0,1
"9577","Q9BQ51",3,0,3
"9578","Q9BQ52",10,9,1
"9579","Q9BQ65",1,1,0
"9580","Q9BQ66",1,0,1
"9581","Q9BQ67",5,0,5
"9582","Q9BQ69",3,0,3
"9583","Q9BQ70",2,0,2
"9584","Q9BQ75",2,0,2
"9585","Q9BQ89",1,0,1
"9586","Q9BQ95",7,1,6
"9587","Q9BQA1",1,0,1
"9588","Q9BQA5",4,0,4
"9589","Q9BQB4",4,3,1
"9590","Q9BQB6",25,24,1
"9591","Q9BQC3",3,0,3
"9592","Q9BQC6",2,0,2
"9593","Q9BQD3",1,0,1
"9594","Q9BQD7",1,0,1
"9595","Q9BQE3",1,0,1
"9596","Q9BQE5",2,0,2
"9597","Q9BQF6",7,0,7
"9598","Q9BQG1",1,0,1
"9599","Q9BQG2",2,0,2
"9600","Q9BQI3",7,0,7
"9601","Q9BQI4",3,0,3
"9602","Q9BQI5",6,0,6
"9603","Q9BQI6",6,0,6
"9604","Q9BQI7",4,0,4
"9605","Q9BQI9",2,0,2
"9606","Q9BQJ4",1,0,1
"9607","Q9BQK8",12,0,12
"9608","Q9BQL6",6,2,4
"9609","Q9BQN1",5,0,5
"9610","Q9BQP7",5,1,4
"9611","Q9BQP9",6,0,6
"9612","Q9BQQ3",2,0,2
"9613","Q9BQQ7",2,0,2
"9614","Q9BQR3",4,0,4
"9615","Q9BQS2",4,0,4
"9616","Q9BQS6",1,0,1
"9617","Q9BQS8",15,2,13
"9618","Q9BQT8",2,1,1
"9619","Q9BQT9",8,0,8
"9620","Q9BR09",2,0,2
"9621","Q9BR26",11,0,11
"9622","Q9BR39",5,4,1
"9623","Q9BR76",4,0,4
"9624","Q9BR77",5,0,5
"9625","Q9BRA2",1,0,1
"9626","Q9BRB3",4,0,4
"9627","Q9BRC7",1,0,1
"9628","Q9BRD0",12,0,12
"9629","Q9BRF8",4,0,4
"9630","Q9BRG2",8,0,8
"9631","Q9BRH9",5,0,5
"9632","Q9BRJ9",1,0,1
"9633","Q9BRK3",6,0,6
"9634","Q9BRK4",5,0,5
"9635","Q9BRK5",1,0,1
"9636","Q9BRL7",1,0,1
"9637","Q9BRP0",1,0,1
"9638","Q9BRP1",3,0,3
"9639","Q9BRP4",4,0,4
"9640","Q9BRP7",8,0,8
"9641","Q9BRQ0",1,0,1
"9642","Q9BRQ4",1,1,0
"9643","Q9BRQ5",1,0,1
"9644","Q9BRQ6",1,0,1
"9645","Q9BRQ8",3,0,3
"9646","Q9BRR0",6,0,6
"9647","Q9BRR3",3,0,3
"9648","Q9BRR8",8,0,8
"9649","Q9BRS2",4,0,4
"9650","Q9BRS8",2,0,2
"9651","Q9BRT2",1,0,1
"9652","Q9BRT6",1,0,1
"9653","Q9BRU9",3,0,3
"9654","Q9BRV3",1,0,1
"9655","Q9BRX9",1,0,1
"9656","Q9BRY0",2,0,2
"9657","Q9BRZ2",2,0,2
"9658","Q9BS16",1,0,1
"9659","Q9BS31",5,0,5
"9660","Q9BS34",9,0,9
"9661","Q9BS86",5,2,3
"9662","Q9BS91",8,0,8
"9663","Q9BS92",4,0,4
"9664","Q9BSA4",8,0,8
"9665","Q9BSA9",11,0,11
"9666","Q9BSB4",1,0,1
"9667","Q9BSC4",5,0,5
"9668","Q9BSD3",3,0,3
"9669","Q9BSD7",4,0,4
"9670","Q9BSE2",6,0,6
"9671","Q9BSE4",3,0,3
"9672","Q9BSE5",4,0,4
"9673","Q9BSF8",1,0,1
"9674","Q9BSH4",1,1,0
"9675","Q9BSH5",2,0,2
"9676","Q9BSI4",13,12,1
"9677","Q9BSJ1",1,0,1
"9678","Q9BSJ6",2,0,2
"9679","Q9BSK1",7,0,7
"9680","Q9BSK4",9,0,9
"9681","Q9BSL1",3,0,3
"9682","Q9BSM1",1,0,1
"9683","Q9BST9",2,0,2
"9684","Q9BSV6",2,0,2
"9685","Q9BSW7",4,0,4
"9686","Q9BSY4",2,0,2
"9687","Q9BT04",5,2,3
"9688","Q9BT22",27,24,3
"9689","Q9BT23",1,0,1
"9690","Q9BT25",3,0,3
"9691","Q9BT30",2,0,2
"9692","Q9BT40",11,7,4
"9693","Q9BT43",1,0,1
"9694","Q9BT49",3,0,3
"9695","Q9BT56",1,0,1
"9696","Q9BT67",1,0,1
"9697","Q9BT73",1,0,1
"9698","Q9BT81",2,0,2
"9699","Q9BT88",1,0,1
"9700","Q9BT92",1,0,1
"9701","Q9BTC0",18,0,18
"9702","Q9BTD8",1,0,1
"9703","Q9BTE0",1,0,1
"9704","Q9BTE1",2,0,2
"9705","Q9BTE3",1,0,1
"9706","Q9BTF0",3,0,3
"9707","Q9BTK6",3,0,3
"9708","Q9BTN0",1,0,1
"9709","Q9BTP6",1,0,1
"9710","Q9BTT0",2,0,2
"9711","Q9BTT6",3,0,3
"9712","Q9BTV4",6,4,2
"9713","Q9BTV5",1,0,1
"9714","Q9BTV6",6,0,6
"9715","Q9BTV7",3,0,3
"9716","Q9BTW9",22,15,7
"9717","Q9BTX1",4,0,4
"9718","Q9BTX7",2,0,2
"9719","Q9BTY2",5,0,5
"9720","Q9BTZ2",4,0,4
"9721","Q9BU02",3,0,3
"9722","Q9BU19",3,0,3
"9723","Q9BU20",3,0,3
"9724","Q9BU23",4,0,4
"9725","Q9BU61",4,4,0
"9726","Q9BU70",1,0,1
"9727","Q9BU79",1,0,1
"9728","Q9BUA6",5,0,5
"9729","Q9BUB4",4,0,4
"9730","Q9BUB5",2,0,2
"9731","Q9BUB7",6,2,4
"9732","Q9BUE0",1,0,1
"9733","Q9BUE6",1,0,1
"9734","Q9BUF5",1,1,0
"9735","Q9BUG6",6,0,6
"9736","Q9BUH8",3,0,3
"9737","Q9BUI4",4,0,4
"9738","Q9BUJ0",3,0,3
"9739","Q9BUJ2",3,0,3
"9740","Q9BUK6",7,2,5
"9741","Q9BUL5",3,0,3
"9742","Q9BUM1",25,18,7
"9743","Q9BUN1",1,0,1
"9744","Q9BUN5",1,0,1
"9745","Q9BUN8",1,0,1
"9746","Q9BUP0",2,0,2
"9747","Q9BUQ8",2,0,2
"9748","Q9BUR4",9,5,4
"9749","Q9BUR5",4,1,3
"9750","Q9BUT1",1,0,1
"9751","Q9BUU2",5,0,5
"9752","Q9BUV0",1,0,1
"9753","Q9BUY5",2,0,2
"9754","Q9BUY7",2,0,2
"9755","Q9BV10",14,10,4
"9756","Q9BV20",4,0,4
"9757","Q9BV35",2,0,2
"9758","Q9BV36",20,1,19
"9759","Q9BV38",2,0,2
"9760","Q9BV44",2,0,2
"9761","Q9BV47",1,0,1
"9762","Q9BV57",2,0,2
"9763","Q9BV73",23,0,23
"9764","Q9BV79",5,3,2
"9765","Q9BV86",2,0,2
"9766","Q9BV90",1,0,1
"9767","Q9BV94",4,0,4
"9768","Q9BV99",3,0,3
"9769","Q9BVA0",3,3,0
"9770","Q9BVA1",29,26,3
"9771","Q9BVA6",4,0,4
"9772","Q9BVC3",1,0,1
"9773","Q9BVC6",1,0,1
"9774","Q9BVG3",2,0,2
"9775","Q9BVG9",3,0,3
"9776","Q9BVH7",2,0,2
"9777","Q9BVI0",3,0,3
"9778","Q9BVI4",2,0,2
"9779","Q9BVJ6",2,0,2
"9780","Q9BVK2",8,6,2
"9781","Q9BVK6",1,0,1
"9782","Q9BVL2",3,0,3
"9783","Q9BVM2",1,0,1
"9784","Q9BVM4",1,0,1
"9785","Q9BVN2",1,0,1
"9786","Q9BVP2",2,0,2
"9787","Q9BVQ7",10,5,5
"9788","Q9BVS4",11,0,11
"9789","Q9BVS5",1,0,1
"9790","Q9BVV2",1,0,1
"9791","Q9BVV7",3,0,3
"9792","Q9BVX2",4,0,4
"9793","Q9BW04",3,0,3
"9794","Q9BW19",2,0,2
"9795","Q9BW27",7,2,5
"9796","Q9BW30",2,0,2
"9797","Q9BW71",4,0,4
"9798","Q9BW72",2,0,2
"9799","Q9BW83",5,2,3
"9800","Q9BW85",1,0,1
"9801","Q9BW91",5,0,5
"9802","Q9BW92",5,1,4
"9803","Q9BWC9",3,0,3
"9804","Q9BWD1",4,0,4
"9805","Q9BWD3",1,0,1
"9806","Q9BWF2",4,1,3
"9807","Q9BWG4",2,0,2
"9808","Q9BWH6",12,0,12
"9809","Q9BWJ5",1,0,1
"9810","Q9BWM5",5,0,5
"9811","Q9BWN1",1,0,1
"9812","Q9BWQ6",1,0,1
"9813","Q9BWQ8",3,0,3
"9814","Q9BWS9",1,0,1
"9815","Q9BWT7",3,0,3
"9816","Q9BWU0",3,0,3
"9817","Q9BWU1",4,3,1
"9818","Q9BWV1",12,0,12
"9819","Q9BWV2",3,0,3
"9820","Q9BWV3",3,0,3
"9821","Q9BWV7",12,0,12
"9822","Q9BWW4",2,0,2
"9823","Q9BWW8",8,0,8
"9824","Q9BWW9",8,0,8
"9825","Q9BWX1",1,0,1
"9826","Q9BWX5",9,5,4
"9827","Q9BX26",9,0,9
"9828","Q9BX59",8,0,8
"9829","Q9BX63",6,6,0
"9830","Q9BX67",2,2,0
"9831","Q9BX69",12,0,12
"9832","Q9BX73",3,0,3
"9833","Q9BX74",2,0,2
"9834","Q9BX82",3,0,3
"9835","Q9BX84",6,6,0
"9836","Q9BX93",2,0,2
"9837","Q9BX95",2,0,2
"9838","Q9BX97",4,1,3
"9839","Q9BXA5",2,0,2
"9840","Q9BXA7",4,0,4
"9841","Q9BXA9",9,0,9
"9842","Q9BXB1",6,0,6
"9843","Q9BXB4",2,0,2
"9844","Q9BXB5",4,0,4
"9845","Q9BXB7",5,1,4
"9846","Q9BXC0",2,0,2
"9847","Q9BXC1",1,0,1
"9848","Q9BXC9",26,24,2
"9849","Q9BXD5",3,2,1
"9850","Q9BXF6",5,0,5
"9851","Q9BXF9",3,0,3
"9852","Q9BXG8",5,0,5
"9853","Q9BXI2",2,0,2
"9854","Q9BXJ0",2,2,0
"9855","Q9BXJ2",2,0,2
"9856","Q9BXJ3",1,0,1
"9857","Q9BXJ7",6,3,3
"9858","Q9BXJ9",3,1,2
"9859","Q9BXK5",4,0,4
"9860","Q9BXL5",7,0,7
"9861","Q9BXL6",21,8,13
"9862","Q9BXL7",10,5,5
"9863","Q9BXL8",5,0,5
"9864","Q9BXM0",13,2,11
"9865","Q9BXM7",49,39,10
"9866","Q9BXN2",4,0,4
"9867","Q9BXP2",4,0,4
"9868","Q9BXP5",2,0,2
"9869","Q9BXP8",8,0,8
"9870","Q9BXQ6",2,0,2
"9871","Q9BXR5",9,0,9
"9872","Q9BXR6",5,0,5
"9873","Q9BXS0",2,1,1
"9874","Q9BXS1",9,0,9
"9875","Q9BXS6",7,0,7
"9876","Q9BXT2",1,0,1
"9877","Q9BXT5",38,0,38
"9878","Q9BXT6",7,0,7
"9879","Q9BXT8",12,0,12
"9880","Q9BXU1",6,0,6
"9881","Q9BXU2",2,0,2
"9882","Q9BXU7",8,3,5
"9883","Q9BXU8",2,0,2
"9884","Q9BXW4",2,0,2
"9885","Q9BXW6",7,0,7
"9886","Q9BXW7",4,0,4
"9887","Q9BXX0",14,0,14
"9888","Q9BXX2",1,0,1
"9889","Q9BXY0",1,0,1
"9890","Q9BXY5",12,0,12
"9891","Q9BY07",3,0,3
"9892","Q9BY08",1,0,1
"9893","Q9BY10",8,0,8
"9894","Q9BY11",1,0,1
"9895","Q9BY14",3,0,3
"9896","Q9BY15",8,0,8
"9897","Q9BY19",3,0,3
"9898","Q9BY27",2,0,2
"9899","Q9BY32",2,1,1
"9900","Q9BY41",22,18,4
"9901","Q9BY42",3,0,3
"9902","Q9BY44",2,0,2
"9903","Q9BY49",4,1,3
"9904","Q9BY64",1,0,1
"9905","Q9BY71",1,0,1
"9906","Q9BY76",4,1,3
"9907","Q9BY77",2,0,2
"9908","Q9BY78",3,0,3
"9909","Q9BY79",3,3,0
"9910","Q9BY84",1,0,1
"9911","Q9BY89",4,0,4
"9912","Q9BYB4",5,3,2
"9913","Q9BYC2",3,0,3
"9914","Q9BYC5",1,0,1
"9915","Q9BYC8",3,0,3
"9916","Q9BYD2",3,0,3
"9917","Q9BYD3",3,0,3
"9918","Q9BYD6",3,0,3
"9919","Q9BYD9",1,0,1
"9920","Q9BYE3",1,0,1
"9921","Q9BYE7",4,0,4
"9922","Q9BYE9",8,0,8
"9923","Q9BYF1",3,0,3
"9924","Q9BYG0",1,0,1
"9925","Q9BYG3",3,0,3
"9926","Q9BYG4",2,0,2
"9927","Q9BYG8",11,0,11
"9928","Q9BYH1",10,0,10
"9929","Q9BYH8",4,0,4
"9930","Q9BYI3",7,1,6
"9931","Q9BYJ0",5,0,5
"9932","Q9BYJ9",3,0,3
"9933","Q9BYK8",13,0,13
"9934","Q9BYL1",2,0,2
"9935","Q9BYM8",5,3,2
"9936","Q9BYN0",1,0,1
"9937","Q9BYN8",3,0,3
"9938","Q9BYP7",3,0,3
"9939","Q9BYQ2",1,0,1
"9940","Q9BYQ4",1,0,1
"9941","Q9BYQ8",1,0,1
"9942","Q9BYQ9",3,0,3
"9943","Q9BYR3",4,0,4
"9944","Q9BYR4",6,0,6
"9945","Q9BYR8",2,0,2
"9946","Q9BYS1",2,0,2
"9947","Q9BYT1",2,2,0
"9948","Q9BYT3",5,0,5
"9949","Q9BYT9",10,7,3
"9950","Q9BYU1",4,0,4
"9951","Q9BYU5",2,0,2
"9952","Q9BYV1",6,0,6
"9953","Q9BYV6",3,0,3
"9954","Q9BYV7",7,0,7
"9955","Q9BYV8",7,4,3
"9956","Q9BYV9",2,0,2
"9957","Q9BYW2",15,0,15
"9958","Q9BYX2",11,0,11
"9959","Q9BYX4",20,10,10
"9960","Q9BYZ2",3,0,3
"9961","Q9BYZ8",7,0,7
"9962","Q9BZ11",5,0,5
"9963","Q9BZ23",70,68,2
"9964","Q9BZ67",4,0,4
"9965","Q9BZ71",5,0,5
"9966","Q9BZ72",7,0,7
"9967","Q9BZ76",3,0,3
"9968","Q9BZ81",4,0,4
"9969","Q9BZ95",2,0,2
"9970","Q9BZC1",1,0,1
"9971","Q9BZD2",13,10,3
"9972","Q9BZD4",2,1,1
"9973","Q9BZD6",3,0,3
"9974","Q9BZE0",3,0,3
"9975","Q9BZE1",1,0,1
"9976","Q9BZE2",5,1,4
"9977","Q9BZE3",1,0,1
"9978","Q9BZE4",3,0,3
"9979","Q9BZE7",1,0,1
"9980","Q9BZF9",10,0,10
"9981","Q9BZG2",11,3,8
"9982","Q9BZG8",4,2,2
"9983","Q9BZH6",13,6,7
"9984","Q9BZI7",5,3,2
"9985","Q9BZJ0",5,0,5
"9986","Q9BZJ3",3,0,3
"9987","Q9BZJ4",2,0,2
"9988","Q9BZJ6",2,0,2
"9989","Q9BZJ7",3,0,3
"9990","Q9BZJ8",1,0,1
"9991","Q9BZK7",21,19,2
"9992","Q9BZL4",3,0,3
"9993","Q9BZM1",3,0,3
"9994","Q9BZM4",1,0,1
"9995","Q9BZM5",3,0,3
"9996","Q9BZP6",13,0,13
"9997","Q9BZQ4",5,1,4
"9998","Q9BZQ6",1,0,1
"9999","Q9BZQ8",5,0,5
"10000","Q9BZR6",6,5,1
"10001","Q9BZR8",2,0,2
"10002","Q9BZS1",29,29,0
"10003","Q9BZV1",1,0,1
"10004","Q9BZV2",15,12,3
"10005","Q9BZV3",12,5,7
"10006","Q9BZW2",7,0,7
"10007","Q9BZW4",3,0,3
"10008","Q9BZW5",1,0,1
"10009","Q9BZW8",7,0,7
"10010","Q9BZY9",15,0,15
"10011","Q9BZZ2",14,0,14
"10012","Q9BZZ5",3,0,3
"10013","Q9C000",18,3,15
"10014","Q9C019",6,0,6
"10015","Q9C026",2,0,2
"10016","Q9C029",2,0,2
"10017","Q9C035",8,0,8
"10018","Q9C056",1,1,0
"10019","Q9C073",5,0,5
"10020","Q9C075",5,0,5
"10021","Q9C091",25,17,8
"10022","Q9C093",14,0,14
"10023","Q9C098",4,0,4
"10024","Q9C099",13,0,13
"10025","Q9C0A1",14,1,13
"10026","Q9C0A6",13,6,7
"10027","Q9C0B0",3,0,3
"10028","Q9C0B1",7,3,4
"10029","Q9C0B5",2,0,2
"10030","Q9C0B6",1,0,1
"10031","Q9C0B7",12,0,12
"10032","Q9C0B9",4,0,4
"10033","Q9C0C2",20,0,20
"10034","Q9C0C4",2,0,2
"10035","Q9C0C6",3,0,3
"10036","Q9C0C9",5,0,5
"10037","Q9C0D0",3,1,2
"10038","Q9C0D2",40,0,40
"10039","Q9C0D4",13,0,13
"10040","Q9C0D5",14,0,14
"10041","Q9C0D6",9,0,9
"10042","Q9C0D7",6,0,6
"10043","Q9C0E2",1,0,1
"10044","Q9C0E8",1,0,1
"10045","Q9C0F0",20,1,19
"10046","Q9C0F3",1,0,1
"10047","Q9C0G0",24,0,24
"10048","Q9C0G6",30,0,30
"10049","Q9C0H2",7,0,7
"10050","Q9C0I1",2,0,2
"10051","Q9C0I3",11,0,11
"10052","Q9C0I9",5,0,5
"10053","Q9C0J8",7,0,7
"10054","Q9C0K0",1,1,0
"10055","Q9C0K1",9,6,3
"10056","Q9C0K7",1,0,1
"10057","Q9GZK3",4,0,4
"10058","Q9GZK4",9,0,9
"10059","Q9GZK7",6,0,6
"10060","Q9GZL7",3,0,3
"10061","Q9GZM3",1,0,1
"10062","Q9GZM6",2,0,2
"10063","Q9GZM7",4,0,4
"10064","Q9GZM8",3,0,3
"10065","Q9GZN0",1,0,1
"10066","Q9GZN1",2,0,2
"10067","Q9GZN2",1,0,1
"10068","Q9GZN4",5,0,5
"10069","Q9GZN6",7,0,7
"10070","Q9GZP0",1,0,1
"10071","Q9GZP1",2,0,2
"10072","Q9GZP7",4,0,4
"10073","Q9GZQ3",2,0,2
"10074","Q9GZQ4",4,0,4
"10075","Q9GZQ6",2,0,2
"10076","Q9GZR1",4,0,4
"10077","Q9GZR2",7,0,7
"10078","Q9GZR5",5,3,2
"10079","Q9GZR7",11,0,11
"10080","Q9GZS0",6,1,5
"10081","Q9GZS9",1,0,1
"10082","Q9GZT3",1,0,1
"10083","Q9GZT4",2,0,2
"10084","Q9GZT5",21,19,2
"10085","Q9GZT6",1,0,1
"10086","Q9GZT8",1,0,1
"10087","Q9GZT9",7,7,0
"10088","Q9GZU1",13,11,2
"10089","Q9GZU2",8,0,8
"10090","Q9GZU3",3,0,3
"10091","Q9GZU5",33,28,5
"10092","Q9GZU8",1,0,1
"10093","Q9GZV1",1,0,1
"10094","Q9GZV3",7,5,2
"10095","Q9GZV5",2,0,2
"10096","Q9GZV7",1,0,1
"10097","Q9GZV8",3,0,3
"10098","Q9GZV9",14,14,0
"10099","Q9GZW8",7,0,7
"10100","Q9GZX3",106,99,7
"10101","Q9GZX5",4,0,4
"10102","Q9GZX6",3,0,3
"10103","Q9GZX7",30,25,5
"10104","Q9GZX9",1,0,1
"10105","Q9GZY1",3,0,3
"10106","Q9GZY4",1,0,1
"10107","Q9GZY6",1,0,1
"10108","Q9GZZ0",2,0,2
"10109","Q9GZZ1",1,0,1
"10110","Q9GZZ6",4,0,4
"10111","Q9GZZ9",11,8,3
"10112","Q9H008",2,0,2
"10113","Q9H009",3,0,3
"10114","Q9H015",2,0,2
"10115","Q9H019",3,0,3
"10116","Q9H040",4,1,3
"10117","Q9H061",1,0,1
"10118","Q9H069",3,0,3
"10119","Q9H078",13,12,1
"10120","Q9H081",1,0,1
"10121","Q9H082",3,2,1
"10122","Q9H089",5,0,5
"10123","Q9H093",4,0,4
"10124","Q9H094",3,0,3
"10125","Q9H095",4,0,4
"10126","Q9H0A6",6,0,6
"10127","Q9H0A9",2,0,2
"10128","Q9H0B6",4,0,4
"10129","Q9H0B8",3,0,3
"10130","Q9H0C1",4,0,4
"10131","Q9H0C3",2,0,2
"10132","Q9H0C8",1,0,1
"10133","Q9H0E7",4,0,4
"10134","Q9H0F6",3,0,3
"10135","Q9H0F7",12,10,2
"10136","Q9H0G5",3,0,3
"10137","Q9H0H3",4,0,4
"10138","Q9H0H5",1,0,1
"10139","Q9H0I2",4,0,4
"10140","Q9H0I3",5,0,5
"10141","Q9H0I9",4,0,4
"10142","Q9H0J4",37,0,37
"10143","Q9H0J9",7,0,7
"10144","Q9H0K1",3,0,3
"10145","Q9H0K4",5,0,5
"10146","Q9H0K6",12,0,12
"10147","Q9H0L4",1,0,1
"10148","Q9H0M0",3,0,3
"10149","Q9H0M4",8,0,8
"10150","Q9H0N0",1,0,1
"10151","Q9H0N5",1,0,1
"10152","Q9H0P0",1,0,1
"10153","Q9H0R1",2,0,2
"10154","Q9H0R4",3,0,3
"10155","Q9H0R5",10,0,10
"10156","Q9H0R6",4,1,3
"10157","Q9H0S4",3,0,3
"10158","Q9H0T7",5,0,5
"10159","Q9H0U6",4,0,4
"10160","Q9H0U9",5,2,3
"10161","Q9H0V1",3,0,3
"10162","Q9H0W5",5,0,5
"10163","Q9H0X4",10,0,10
"10164","Q9H0X9",11,0,11
"10165","Q9H0Y0",1,0,1
"10166","Q9H0Z9",3,0,3
"10167","Q9H106",2,0,2
"10168","Q9H112",4,0,4
"10169","Q9H114",6,0,6
"10170","Q9H115",3,0,3
"10171","Q9H116",1,0,1
"10172","Q9H156",2,0,2
"10173","Q9H159",5,0,5
"10174","Q9H161",8,5,3
"10175","Q9H165",6,5,1
"10176","Q9H171",5,0,5
"10177","Q9H172",4,0,4
"10178","Q9H173",4,1,3
"10179","Q9H190",4,0,4
"10180","Q9H1B5",8,2,6
"10181","Q9H1B7",3,1,2
"10182","Q9H1C0",1,0,1
"10183","Q9H1C3",2,0,2
"10184","Q9H1F0",3,0,3
"10185","Q9H1H1",2,0,2
"10186","Q9H1H9",6,0,6
"10187","Q9H1I8",5,0,5
"10188","Q9H1J5",1,0,1
"10189","Q9H1J7",1,0,1
"10190","Q9H1K0",10,0,10
"10191","Q9H1K1",2,1,1
"10192","Q9H1K4",4,0,4
"10193","Q9H1K6",2,0,2
"10194","Q9H1M3",2,0,2
"10195","Q9H1M4",2,0,2
"10196","Q9H1P3",4,0,4
"10197","Q9H1Q7",1,0,1
"10198","Q9H1R3",4,2,2
"10199","Q9H1U4",4,0,4
"10200","Q9H1V8",7,2,5
"10201","Q9H1X3",1,0,1
"10202","Q9H1Y0",1,1,0
"10203","Q9H1Y3",3,0,3
"10204","Q9H1Z4",2,0,2
"10205","Q9H1Z8",3,0,3
"10206","Q9H201",1,0,1
"10207","Q9H204",1,0,1
"10208","Q9H205",6,0,6
"10209","Q9H207",2,0,2
"10210","Q9H208",2,0,2
"10211","Q9H209",5,0,5
"10212","Q9H210",2,0,2
"10213","Q9H211",8,3,5
"10214","Q9H221",20,12,8
"10215","Q9H222",10,7,3
"10216","Q9H228",1,0,1
"10217","Q9H237",24,22,2
"10218","Q9H244",5,5,0
"10219","Q9H251",90,88,2
"10220","Q9H252",6,0,6
"10221","Q9H254",13,1,12
"10222","Q9H257",9,3,6
"10223","Q9H267",9,3,6
"10224","Q9H269",6,1,5
"10225","Q9H295",7,0,7
"10226","Q9H2A2",8,0,8
"10227","Q9H2A3",1,0,1
"10228","Q9H2A9",4,0,4
"10229","Q9H2B2",2,0,2
"10230","Q9H2B4",7,2,5
"10231","Q9H2C0",27,25,2
"10232","Q9H2C2",1,1,0
"10233","Q9H2C5",3,0,3
"10234","Q9H2C8",11,0,11
"10235","Q9H2D1",3,1,2
"10236","Q9H2D6",35,1,34
"10237","Q9H2F3",4,2,2
"10238","Q9H2F5",3,0,3
"10239","Q9H2F9",6,0,6
"10240","Q9H2G2",6,0,6
"10241","Q9H2G4",2,0,2
"10242","Q9H2G9",5,0,5
"10243","Q9H2H9",4,0,4
"10244","Q9H2J4",4,0,4
"10245","Q9H2J7",4,0,4
"10246","Q9H2K0",6,0,6
"10247","Q9H2L5",6,0,6
"10248","Q9H2M3",2,0,2
"10249","Q9H2M9",10,4,6
"10250","Q9H2P0",6,1,5
"10251","Q9H2P9",4,0,4
